SKU-id,Category,name,product-id,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
985,Fruits & Vegetables,Onion,1,2500,16,3,2100,1000,FALSE,1
904,Fruits & Vegetables,Tomato Hybrid,2,4200,16,3,3500,1000,FALSE,1
940,Fruits & Vegetables,Tender Coconut,3,5100,15,3,4300,58,FALSE,1
975,Fruits & Vegetables,Coriander Leaves,4,2000,15,3,1700,100,FALSE,100
960,Fruits & Vegetables,Ladies Finger ,5,1400,14,3,1200,250,FALSE,250
988,Fruits & Vegetables,Potato,6,3500,17,3,2900,1000,FALSE,1
903,Fruits & Vegetables,Lemon,7,7500,16,3,6300,200,FALSE,200
901,Fruits & Vegetables,Watermelon ,8,5800,15,3,4900,58,FALSE,1
996,Fruits & Vegetables,Capsicum Green ,9,2300,17,3,1900,250,FALSE,250
992,Fruits & Vegetables,Chilli Green ,10,1900,15,3,1600,100,FALSE,100
947,Fruits & Vegetables,Banana Robusta,11,2900,17,3,2400,348,FALSE,6
947,Fruits & Vegetables,Garlic Indian ,12,1100,18,3,900,100,FALSE,100
915,Fruits & Vegetables,Cauliflower,13,2600,15,3,2200,58,FALSE,1
967,Fruits & Vegetables,Ginger,14,1400,14,3,1200,200,FALSE,200
957,Fruits & Vegetables,Spinach,15,1900,15,3,1600,250,FALSE,250
963,Fruits & Vegetables,Muskmelon,16,4200,16,3,3500,58,FALSE,1
927,Fruits & Vegetables,Cabbage ,17,1500,13,3,1300,58,FALSE,1
944,Fruits & Vegetables,Methi,18,3000,16,3,2500,250,FALSE,250
927,Fruits & Vegetables,Broccoli,19,3600,16,3,3000,500,FALSE,500
1000,Fruits & Vegetables,Sapota,20,3000,16,3,2500,348,FALSE,6
985,Fruits & Vegetables,Onion,21,6800,16,3,5700,3000,FALSE,3
988,Fruits & Vegetables,Potato,22,10000,16,3,8400,3000,FALSE,3
961,Fruits & Vegetables,Orange Nagpur,23,8200,15,3,6900,232,FALSE,4
908,Fruits & Vegetables,Mint Leaves ,24,1100,18,3,900,100,FALSE,100
978,Fruits & Vegetables,Beans French,25,3300,15,3,2800,250,FALSE,250
909,Fruits & Vegetables,Bottle Gourd ,26,2600,15,3,2200,58,FALSE,1
988,Fruits & Vegetables,Banana Elaichi ,27,5800,15,3,4900,348,FALSE,6
925,Fruits & Vegetables,Coconut Big,28,3600,16,3,3000,58,FALSE,1
994,Fruits & Vegetables,Curry Leaves,29,1300,15,3,1100,50,FALSE,50
915,Fruits & Vegetables,Brinjal Bharta,30,1900,15,3,1600,58,FALSE,1
968,Fruits & Vegetables,Lettuce Iceberg,31,2500,16,3,2100,250,FALSE,250
993,Fruits & Vegetables,Papaya,32,5400,16,3,4500,58,FALSE,1
966,Fruits & Vegetables,Apple Shimla,33,14200,16,3,11900,232,FALSE,4
970,Fruits & Vegetables,Bitter Gourd,34,1800,16,3,1500,250,FALSE,250
959,Fruits & Vegetables,Brinjal Small,35,1800,16,3,1500,250,FALSE,250
989,Fruits & Vegetables,Sweet Corn,36,3600,16,3,3000,116,FALSE,2
927,Fruits & Vegetables,Spring Onion ,37,1800,16,3,1500,250,FALSE,250
907,Fruits & Vegetables,Bell Peppers Red & Yellow ,38,11800,16,3,9900,116,FALSE,2
901,Fruits & Vegetables,Pomegranate ,39,10600,16,3,8900,116,FALSE,2
927,Fruits & Vegetables,Sweet Lime,40,3000,16,3,2500,116,FALSE,2
986,Fruits & Vegetables,Baby Potato,41,1900,15,3,1600,500,FALSE,500
955,Fruits & Vegetables,Coccinia,42,3200,15,3,2700,250,FALSE,250
917,Fruits & Vegetables,Guava,43,5400,16,3,4500,232,FALSE,4
958,Fruits & Vegetables,Apple Washington,44,17700,15,3,14900,232,FALSE,4
984,Fruits & Vegetables,Amla,45,3200,15,3,2700,250,FALSE,250
968,Fruits & Vegetables,Beans Cluster,46,3000,16,3,2500,250,FALSE,250
996,Fruits & Vegetables,Apple Royal Gala,47,18900,15,3,15900,232,FALSE,4
980,Fruits & Vegetables,Chilli Bhaji,48,3000,16,3,2500,250,FALSE,250
964,Fruits & Vegetables,Lettuce Green,49,2300,17,3,1900,100,FALSE,100
913,Fruits & Vegetables,Baby Corn Peeled,50,3500,17,3,2900,250,FALSE,250
997,Fruits & Vegetables,Mixed Sprouts,51,3500,17,3,2900,200,FALSE,200
934,Fruits & Vegetables,Zucchini Green,52,3500,17,3,2900,250,FALSE,250
982,Fruits & Vegetables,Beans Broad,53,4200,16,3,3500,250,FALSE,250
946,Fruits & Vegetables,Raw Banana,54,2000,15,6,1700,500,FALSE,500
987,Fruits & Vegetables,Colocasia ,55,2900,17,6,2400,500,FALSE,500
916,Fruits & Vegetables,Tomato Cherry ,56,3500,17,3,2900,200,FALSE,200
920,Fruits & Vegetables,Sweet Potato ,57,3800,15,3,3200,500,FALSE,500
910,Fruits & Vegetables,Pineapple Slice,58,8900,15,3,7500,200,FALSE,200
982,Fruits & Vegetables,Orange,59,5400,16,3,4500,116,FALSE,2
989,Fruits & Vegetables,Dragon Fruit Imported,60,7000,15,3,5900,58,FALSE,1
936,Fruits & Vegetables,Zucchini Yellow,61,4200,16,3,3500,250,FALSE,500
907,Fruits & Vegetables,Apple Kinnaur,62,14200,16,6,11900,232,FALSE,4
988,Fruits & Vegetables,Pineapple,63,9400,15,3,7900,58,FALSE,1
924,Fruits & Vegetables,Basil,64,2000,15,3,1700,100,FALSE,100
941,Fruits & Vegetables,Parsley,65,1700,17,3,1400,100,FALSE,100
938,Fruits & Vegetables,Ridge Gourd,66,3000,16,3,2500,500,FALSE,500
980,Fruits & Vegetables,Papaya Cut,67,4600,15,3,3900,200,FALSE,200
983,Fruits & Vegetables,Pomegranate Peeled,68,5800,15,2,4900,100,FALSE,100
923,Fruits & Vegetables,Pear Green Imported,69,8200,15,3,6900,116,FALSE,2
979,Fruits & Vegetables,Guava Thai,70,7000,15,3,5900,116,FALSE,2
941,Fruits & Vegetables,Lettuce Red,71,2000,15,3,1700,100,FALSE,100
921,Fruits & Vegetables,Mango Raw,72,6000,16,3,5000,500,FALSE,500
935,Fruits & Vegetables,Biryani /Pulav Mix,73,5800,15,3,4900,250,FALSE,250
929,Fruits & Vegetables,Banana Nendran,74,5400,16,6,4500,500,FALSE,500
924,Fruits & Vegetables,Pumpkin Cut,75,3000,16,3,2500,200,FALSE,200
999,Fruits & Vegetables,Banana Red,76,5400,16,6,4500,500,FALSE,500
924,Fruits & Vegetables,Radish White,77,2300,17,6,1900,500,FALSE,500
981,Fruits & Vegetables,Avocado Indian Premium,78,17700,15,3,14900,58,FALSE,1
909,Fruits & Vegetables,Banana Leaf,79,1200,16,2,1000,58,FALSE,1
981,Fruits & Vegetables,Sponge Gourd,80,2500,16,2,2100,300,FALSE,300
915,Fruits & Vegetables,Zama Organics Carrot,81,2000,15,3,1700,250,FALSE,250
963,Fruits & Vegetables,Safal Frozen - Mixed Vegetables,82,11000,4,2,10500,1000,FALSE,1
968,Fruits & Vegetables,Zama Organics Sweet Potato,83,3700,16,3,3100,250,FALSE,250
943,Fruits & Vegetables,Beetroot,84,1600,18,3,1300,500,FALSE,500
967,Fruits & Vegetables,Capsicum,85,2600,19,3,2100,500,FALSE,500
922,Fruits & Vegetables,Carrot,86,1900,21,3,1500,500,FALSE,500
985,Fruits & Vegetables,Garlic,87,1700,23,3,1300,200,FALSE,200
922,Fruits & Vegetables,Carrot,88,1300,15,0,1100,250,TRUE,200
943,Fruits & Vegetables,Beetroot,89,1100,18,0,900,250,TRUE,250
995,Fruits & Vegetables,Moong Sprouts,90,3500,17,0,2900,200,TRUE,200
998,Fruits & Vegetables,Safal Frozen Mixed Vegetables,91,6000,5,0,5700,500,TRUE,500
996,Fruits & Vegetables,Safal Frozen Corn,92,4100,4,0,3900,200,TRUE,200
979,Fruits & Vegetables,Safal Frozen - Sweet Corn,93,16000,5,0,15200,1000,TRUE,1
996,Cooking Essentials,Maggi 2 Minute Masala Noodles,94,1200,0,6,1200,70,FALSE,70
988,Cooking Essentials,iD Idli & Dosa Batter ,95,8000,15,6,6800,1000,FALSE,1
911,Cooking Essentials,Tata Salt,96,2400,0,6,2400,1000,FALSE,1
976,Cooking Essentials,Arden Eggs White,97,9700,0,4,9700,696,FALSE,12
976,Cooking Essentials,Arden Eggs White,98,6500,15,4,5500,348,FALSE,6
930,Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),99,23000,4,6,21900,1000,FALSE,1
984,Cooking Essentials,Aashirvaad Superior MP Atta,100,25000,2,6,24500,5000,FALSE,5
983,Cooking Essentials,Amul Pure Ghee (Pouch),101,25500,2,6,24900,500,FALSE,500
991,Cooking Essentials,Arden Eggs Brown,102,8500,7,4,7900,348,FALSE,6
943,Cooking Essentials,Tata Salt Lite,103,4000,10,6,3600,1000,FALSE,1
952,Cooking Essentials,Saffola Gold Oil (Pouch),104,21500,0,6,21500,1000,FALSE,1
970,Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),105,92500,0,6,92500,5000,FALSE,5
933,Cooking Essentials,Fortune Rice Bran (Pouch),106,22500,11,6,19900,1000,FALSE,1
988,Cooking Essentials,Saffola Active Oil,107,21000,0,6,21000,1000,FALSE,1
983,Cooking Essentials,Amul Pure Ghee (Pouch),108,50500,1,2,49900,1000,FALSE,1
921,Cooking Essentials,Aashirvaad Atta,109,46000,13,6,39900,10000,FALSE,10
909,Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),110,16000,6,4,14900,1000,FALSE,1
918,Cooking Essentials,Amul Ghee (Tin),111,52000,2,6,50900,1000,FALSE,1
975,Cooking Essentials,Amul Fresh Cream,112,19700,3,3,19100,1000,FALSE,1
967,Cooking Essentials,Popular Essentials Pure Jaggery,113,5000,2,6,4900,450,FALSE,450
920,Cooking Essentials,Aashirvaad Multigrain Atta,114,6400,3,2,6200,1000,FALSE,1
945,Cooking Essentials,Fortune Soyabean Oil,115,100500,0,6,99900,5000,FALSE,5
934,Cooking Essentials,Popular Essentials Sunflower Seeds,116,2500,0,6,2500,50,FALSE,50
943,Cooking Essentials,Tata Sampann kabuli chana,117,18500,1,4,18300,1000,FALSE,500
950,Cooking Essentials,Dhara Groundnut Oil (Pouch),118,23000,11,6,20300,1000,FALSE,1
947,Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,119,120000,18,6,98400,5000,FALSE,5
948,Cooking Essentials,24 Mantra Organic Jaggery Powder,120,8000,15,6,6800,500,FALSE,500
936,Cooking Essentials,Tata Sampann High Protien Kabuli Chana,121,9400,0,1,9400,500,FALSE,500
935,Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,122,125000,8,6,114300,5000,FALSE,5
933,Cooking Essentials,D'lecta Dairy Cream,123,5400,5,6,5100,200,FALSE,200
969,Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,124,1500,0,3,1500,60,FALSE,60
967,Cooking Essentials,Dabur Ginger Garlic Paste,125,2500,8,3,2300,100,FALSE,100
1000,Cooking Essentials,Ching's Secret Instant Schezwan Noodles,126,1500,0,6,1500,60,FALSE,60
961,Cooking Essentials,Gowardhan Ghee/Tuppa Jar,127,31500,1,6,30900,500,FALSE,500
976,Cooking Essentials,Tata Sampann Unpolished Moong Dal ,128,9200,4,4,8800,500,FALSE,500
973,Cooking Essentials,Aashirvaad Select Atta,129,6400,0,6,6400,1000,FALSE,1
972,Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar) ,130,1500,0,4,1500,100,FALSE,100
969,Cooking Essentials,Gowardhan Ghee Jar,131,59800,3,6,57900,1000,FALSE,1
995,Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,132,2000,0,1,2000,70,FALSE,70
988,Cooking Essentials,Popular Essentials Refined Sugar,133,6000,0,6,6000,1000,FALSE,1
958,Cooking Essentials,Fortune Kachi Ghani Mustard Oil Bottle,134,21600,7,6,19900,1000,FALSE,1
986,Cooking Essentials,Saffola Veggie Twist Masala Oats,135,1500,0,6,1500,38,FALSE,38
948,Cooking Essentials,Satyam Puffed Rice Kurmura (R),136,2300,0,6,2300,200,FALSE,200
928,Cooking Essentials,Quaker Oats,137,7900,0,2,7900,400,FALSE,400
997,Cooking Essentials,Aashirvaad Select Sharbati Atta,138,31500,10,6,28300,5000,FALSE,5
988,Cooking Essentials,Popular Essentials Refined Sugar,139,29500,10,6,26500,5000,FALSE,5
939,Cooking Essentials,Gowardhan Cow Ghee Pouch,140,57900,10,6,52100,1000,FALSE,1
987,Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,141,21000,5,6,19900,1000,FALSE,1
963,Cooking Essentials,Parachute Oil ,142,4000,7,3,3700,100,FALSE,100
980,Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),143,1800,0,6,1800,100,FALSE,100
902,Cooking Essentials,Amul Mithai Mate Condensed Sweetened Milk,144,5600,3,4,5400,200,FALSE,200
901,Cooking Essentials,Saffola Gold (Jar),145,124000,0,6,124000,5000,FALSE,5
971,Cooking Essentials,McCain New Mini Samosa with Cheese Pizza Style Filling,146,12000,1,3,11800,240,FALSE,240
918,Cooking Essentials,Fortune Rice Bran Health Oil (Jar),147,105000,1,6,103900,5000,FALSE,5
988,Cooking Essentials,Arden Desi Eggs,148,11000,13,4,9500,348,FALSE,6
924,Cooking Essentials,Fortune Rozana Basmati Rice,149,58500,21,6,46200,5000,FALSE,5
999,Cooking Essentials,Fortune Biriyani Special Basmati Rice,150,17500,0,5,17500,1000,FALSE,1
904,Cooking Essentials,Everest Garam Masala,151,7800,7,5,7200,100,FALSE,100
984,Cooking Essentials,Popular Essentials Pumpkin Seeds,152,9000,16,6,7500,100,FALSE,100
938,Cooking Essentials,Fortune Soya Health Refined Soybean Oil,153,21000,1,2,20600,1000,FALSE,1
960,Cooking Essentials,Gowardhan Pure Ghee Pouch,154,29500,4,6,28100,500,FALSE,500
899,Cooking Essentials,Popular Essentials Jeera/Cumin Seeds,155,4000,5,3,3800,100,FALSE,100
918,Cooking Essentials,Weikfield Baking Soda,156,3000,3,6,2900,100,FALSE,100
925,Cooking Essentials,Everest Pav Bhaji Masala,157,3700,10,4,3300,50,FALSE,50
956,Cooking Essentials,Tata Sampann Unpolished Chana Dal,158,9500,6,2,8900,1000,FALSE,500
925,Cooking Essentials,Amul Mithai Mate EOE Tin,159,11200,2,6,10900,400,FALSE,400
989,Cooking Essentials,Pillsbury Chakki Fresh Atta,160,45000,16,6,37500,10000,FALSE,10
924,Cooking Essentials,Everest Chicken Masala,161,3900,2,1,3800,50,FALSE,50
971,Cooking Essentials,Dhara Life Refined Ricebran Oil (Pouch),162,20500,7,6,19000,1000,FALSE,1
953,Cooking Essentials,Borges Extra Virgin Olive Oil,163,40000,25,1,29900,250,FALSE,250
976,Cooking Essentials,Everest Shahi Biryani Masala,164,7000,14,6,6000,50,FALSE,50
996,Cooking Essentials,Popular Essentials Californian Almond,165,35000,28,6,25100,250,FALSE,250
1000,Cooking Essentials,Popular Essentials Ajwain Whole,166,2500,0,4,2500,50,FALSE,50
973,Cooking Essentials,Everest Tikhalal Chilli Powder,167,23500,9,6,21200,500,FALSE,500
913,Cooking Essentials,Popular Essentials Kabuli Chana Regular,168,8500,9,6,7700,500,FALSE,500
989,Cooking Essentials,Pillsbury Chakki Fresh Atta,169,5200,0,4,5200,1000,FALSE,1
988,Cooking Essentials,Popular Essentials Saunf/Fennel Seeds,170,4500,2,6,4400,100,FALSE,100
912,Cooking Essentials,Popular Essentials Bansi Sooji,171,3500,2,3,3400,500,FALSE,500
918,Cooking Essentials,Happilo Premium International Queen Kalmi Dates,172,24500,29,6,17200,200,FALSE,200
944,Cooking Essentials,Tata Sampann Unpolished Urad Whole,173,10100,6,4,9400,500,FALSE,500
943,Cooking Essentials,Popular Essentials Cashew Split,174,32500,12,6,28300,250,FALSE,250
930,Cooking Essentials,Popular Essentials Chana Dal (Un-Polished),175,6000,10,6,5400,500,FALSE,500
916,Cooking Essentials,Tata Sampann Unpolished Rajma (Chitra),176,13400,6,6,12500,500,FALSE,500
904,Cooking Essentials,Everest Garam Masala,177,4200,2,2,4100,50,FALSE,50
970,Cooking Essentials,Everest Kitchen King Masala,178,7000,14,2,6000,100,FALSE,100
918,Cooking Essentials,24 Mantra Organic Cumin,179,7000,7,2,6500,100,FALSE,100
996,Cooking Essentials,Nestle Milkmaid,180,13200,3,6,12800,400,FALSE,400
981,Cooking Essentials,Popular Essentials Sona Masouri Steam Rice,181,6500,9,6,5900,1000,FALSE,1
952,Cooking Essentials,24 Mantra Organic Tur Dal,182,26000,20,6,20800,1000,FALSE,1
927,Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,183,9900,10,6,8900,200,FALSE,200
955,Cooking Essentials,Popular Essentials Black Masoor Whole (Un-Polished),184,6500,10,3,5800,500,FALSE,500
931,Cooking Essentials,24 Mantra Organic Peanuts,185,13500,7,1,12500,500,FALSE,500
937,Cooking Essentials,Everest Hingraj Powder,186,9000,10,2,8100,50,FALSE,50
928,Cooking Essentials,Everest Black Pepper Powder,187,13500,14,6,11500,100,FALSE,100
955,Cooking Essentials,Tata Sampann Masoor Dal Stand,188,15000,10,4,13400,1000,FALSE,1
902,Cooking Essentials,24 Mantra Organic Besan,189,9500,7,5,8800,500,FALSE,500
928,Cooking Essentials,Quaker Oats,190,19900,7,6,18400,1000,FALSE,1
961,Cooking Essentials,Saffola Gold Refined Cooking Oil (Jar),191,48500,7,6,44900,2000,FALSE,2
913,Cooking Essentials,Nestle Everyday Dairy Whitener,192,21000,0,4,21000,400,FALSE,400
936,Cooking Essentials,24 Mantra Organic Red Poha,193,7500,8,1,6900,500,FALSE,500
922,Cooking Essentials,Everest Powder - Tea Masala,194,9800,9,5,8900,100,FALSE,100
915,Cooking Essentials,Tata Sampann Urad Dal Split,195,9400,4,6,9000,500,FALSE,500
994,Cooking Essentials,Popular Essentials Idli Sooji ,196,3000,6,6,2800,500,FALSE,500
964,Cooking Essentials,Popular Essentials Dessicated Coconut,197,9500,9,6,8600,200,FALSE,200
908,Cooking Essentials,Sunfeast Yippee! Mood Masala Noodles,198,6000,28,3,4300,260,FALSE,260
941,Cooking Essentials,Chef's Basket Durum Wheat Elbow Pasta,199,16000,50,6,8000,500,FALSE,500
1000,Cooking Essentials,MTR Breakfast Khatta Meetha Poha Mix,200,2500,20,6,2000,60,FALSE,60
992,Cooking Essentials,Satyam Khobra,201,11300,10,5,10100,200,FALSE,200
1000,Cooking Essentials,Betty Crocker Complete Pancake Mix Original,202,11000,4,6,10500,250,FALSE,500
905,Cooking Essentials,Borges Durum Wheat Fusilli Pasta ,203,25000,0,3,25000,500,FALSE,500
969,Cooking Essentials,24 Mantra Organic Green Moong Dal - Split,204,13500,0,2,13500,500,FALSE,500
974,Cooking Essentials,Weikfield Vanilla Flavoured Custard Powder,205,3700,0,6,3700,100,FALSE,100
939,Cooking Essentials,Tata Sampann Moong Dal Split,206,18000,1,5,17800,1000,FALSE,200
979,Cooking Essentials,Tata Sampann Kala Chana,207,6400,0,5,6400,500,FALSE,500
905,Cooking Essentials,Saffola Soya Chunks Mealmaker,208,5000,0,2,5000,200,FALSE,200
919,Cooking Essentials,24 Mantra Bura Sugar (Demerara),209,8000,10,6,7200,500,FALSE,500
918,Cooking Essentials,Popular Essentials Green Cardamom (Elaichi),210,20000,1,6,19800,50,FALSE,50
982,Cooking Essentials,Hershey's Syrup Delicious Strawberry,211,9500,0,1,9500,200,FALSE,200
922,Cooking Essentials,Popular Essentials Anjeer,212,19000,11,4,16900,100,FALSE,100
903,Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,213,2000,0,2,2000,100,FALSE,100
899,Cooking Essentials,Weikfield Baking Powder,214,3300,3,6,3200,100,FALSE,100
930,Cooking Essentials,Dabur Honey Squeezy,215,18500,9,6,16700,225,FALSE,225
960,Cooking Essentials,Tata Sampann High Protein Kali Urad,216,9100,14,6,7800,500,FALSE,500
970,Cooking Essentials,Everest Kitchen King Masala,217,3700,2,6,3600,50,FALSE,50
951,Cooking Essentials,Chef's Basket Durum Wheat Fusilli Pasta,218,16000,50,6,8000,500,FALSE,500
938,Cooking Essentials,TilSona Til Oil,219,18000,10,2,16200,500,FALSE,500
960,Cooking Essentials,Top Ramen Chicken Noodles,220,6000,10,1,5400,280,FALSE,280
940,Cooking Essentials,Everest Chaat Masala,221,3500,2,1,3400,50,FALSE,50
990,Cooking Essentials,Keya Wonder Red Hot Chilli Flakes,222,8900,10,2,8000,40,FALSE,40
928,Cooking Essentials,Popular Essentials White Peas (Un-Polished),223,8000,10,5,7200,500,FALSE,500
940,Cooking Essentials,Ching? Secret Chowmein Hakka Noodles Masala ,224,4400,0,2,4400,60,FALSE,60
967,Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),225,105000,1,6,103500,5000,FALSE,5
986,Cooking Essentials,Pillsbury Choco Chip Pancake Mix,226,9900,5,6,9400,165,FALSE,165
911,Cooking Essentials,Hershey's Caramel Syrup,227,23000,0,1,23000,623,FALSE,623
963,Cooking Essentials,Pillsbury Multi Grain Atta,228,6000,6,3,5600,1000,FALSE,1
984,Cooking Essentials,McCain New Mini Samosa with Cheese Corn Style Filling,229,12000,1,2,11800,240,FALSE,240
903,Cooking Essentials,Satyam Puffed Rice Kurmura (A),230,4300,0,6,4300,200,FALSE,200
913,Cooking Essentials,MTR 3 Min Poha,231,2500,0,6,2500,60,FALSE,60
980,Cooking Essentials,Ching's Manchurian Instant Noodles,232,1500,0,5,1500,60,FALSE,60
925,Cooking Essentials,Everest Pav Bhaji Masala,233,7000,0,2,7000,100,FALSE,100
973,Cooking Essentials,Hershey's Chocolate Flavour Syrup,234,22000,6,6,20500,623,FALSE,680
924,Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),235,5500,16,4,4600,200,FALSE,200
985,Cooking Essentials,24 Mantra Red Chilly Whole,236,7000,7,1,6500,100,FALSE,100
975,Cooking Essentials,Dabur Honey - World's No.1,237,12000,0,6,12000,250,FALSE,250
961,Cooking Essentials,24 Mantra Organic Puffed Rice,238,4000,2,6,3900,200,FALSE,200
929,Cooking Essentials,24 Mantra Organic Wheat Daliya ,239,4800,2,2,4700,500,FALSE,500
983,Cooking Essentials,24 Mantra Organic Ragi Flour,240,6500,20,4,5200,500,FALSE,500
984,Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),241,3500,5,6,3300,25,FALSE,25
940,Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,242,21500,0,4,21500,1000,FALSE,1
995,Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,243,10200,7,4,9400,2000,FALSE,2
921,Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),244,8500,7,5,7900,500,FALSE,500
931,Cooking Essentials,Popular Essentials HMT Kolam Steam,245,7500,0,3,7500,1000,FALSE,1
993,Cooking Essentials,Popular Essentials Black Urad Split,246,8000,10,4,7200,500,FALSE,500
942,Cooking Essentials,Keya Oregano,247,10900,10,5,9800,9,FALSE,9
989,Cooking Essentials,Popular Essentials Pink Rajma,248,10000,10,6,9000,500,FALSE,500
924,Cooking Essentials,Everest Chicken Masala,249,7400,2,6,7200,100,FALSE,100
931,Cooking Essentials,Popular Essentials HMT Kolam Steam,250,37000,10,6,33300,5000,FALSE,5
936,Cooking Essentials,Everest Shahi Paneer Masala,251,4200,4,5,4000,50,FALSE,50
947,Cooking Essentials,Godrej Yummiez Chicken Nuggets,252,32500,9,1,29300,500,FALSE,500
998,Cooking Essentials,Flying Bird Vanilla Essence,253,3500,2,6,3400,20,FALSE,20
948,Cooking Essentials,Everest Sabji Masala,254,3000,3,6,2900,50,FALSE,50
996,Cooking Essentials,Popular Essentials Californian Almond,255,69500,32,6,47000,500,FALSE,500
954,Cooking Essentials,Cornitos Cornitos Taco Shells - 4 Inches,256,11000,20,6,8800,80,FALSE,80
955,Cooking Essentials,Everest Rajma Masala,257,3300,3,5,3200,50,FALSE,50
941,Cooking Essentials,Popular Essentials White Til,258,4000,5,1,3800,100,FALSE,100
966,Cooking Essentials,Amul Dark Compound Chocolate Slab,259,12500,2,6,12200,500,FALSE,500
941,Cooking Essentials,Mothers Recipe Papad Chana Masala,260,7900,10,6,7100,200,FALSE,200
985,Cooking Essentials,Ching's Schezwan Masala Instant Noodles,261,6000,0,1,6000,240,FALSE,240
920,Cooking Essentials,Amul Milk Compound Chocolate Slab,262,11000,2,6,10700,500,FALSE,500
964,Cooking Essentials,Eastern Chicken Masala,263,7000,7,3,6500,100,FALSE,100
975,Cooking Essentials,Popular Essentials Methi Seeds,264,2500,0,5,2500,100,FALSE,100
932,Cooking Essentials,Saffola Yummy Masala Noodles ,265,2000,0,2,2000,46,FALSE,46
929,Cooking Essentials,Cadbury Hot Chocolate,266,17500,5,6,16600,200,FALSE,200
951,Cooking Essentials,Ching's Chicken Chilli Masala,267,1000,0,6,1000,20,FALSE,20
907,Cooking Essentials,Dabur Keora water - Authentic flavour for Biryani's and Desserts,268,6200,6,6,5800,250,FALSE,250
899,Cooking Essentials,Popular Essentials Black Cardamom/Elaichi ,269,10000,10,6,9000,50,FALSE,50
907,Cooking Essentials,Popular Essentials Idli Rice,270,6000,10,4,5400,1000,FALSE,1
967,Cooking Essentials,Everest Chole Masala,271,3300,3,1,3200,50,FALSE,50
968,Cooking Essentials,Dabur Hommade Tamarind Paste,272,4800,6,6,4500,200,FALSE,200
997,Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",273,3500,2,6,3400,48,FALSE,48
924,Cooking Essentials,Popular Essentials Cooking Soda,274,3000,10,6,2700,200,FALSE,200
987,Cooking Essentials,RRO Primio Refined Groundnut Oil Pet Bottle,275,25500,6,2,23900,1000,FALSE,1
905,Cooking Essentials,Everest Pani Puri Masala,276,3100,3,6,3000,50,FALSE,50
955,Cooking Essentials,Nissin Cup Noodles Tangy Tomato,277,5000,10,2,4500,70,FALSE,70
935,Cooking Essentials,Ching's Veg Manchurian Masala,278,1000,0,2,1000,20,FALSE,20
935,Cooking Essentials,Ceres Foods Fish Mustard Instant Liquid Masala,279,22000,50,6,11000,200,FALSE,200
904,Cooking Essentials,Everest Garam Masala,280,15800,10,6,14200,200,FALSE,200
975,Cooking Essentials,24 Mantra Organic Jowar Flour,281,7000,7,6,6500,500,FALSE,500
980,Cooking Essentials,Maggi Coconut Milkpowder,282,10000,0,6,10000,100,FALSE,100
913,Cooking Essentials,On1y Pepper Grinder,283,15900,9,1,14400,50,FALSE,50
959,Cooking Essentials,Popular Essentials Rice Flour,284,6000,0,3,6000,1000,FALSE,1
938,Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,285,2800,10,1,2500,65,FALSE,65
903,Cooking Essentials,24 Mantra Organic Brown Sona Masoori Rice,286,9500,0,6,9500,1000,FALSE,1
947,Cooking Essentials,Happilo Premium Afghani Anjeer,287,36500,29,2,25600,200,FALSE,200
955,Cooking Essentials,Popular Essentials Chiroti Sooji,288,3500,2,6,3400,500,FALSE,500
982,Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,289,33000,10,5,29400,1000,FALSE,1
926,Cooking Essentials,Popular Essentials Red Rajma,290,9000,10,6,8100,500,FALSE,500
937,Cooking Essentials,Cornitos Peanut - Premium Salted ,291,12000,10,6,10800,150,FALSE,150
960,Cooking Essentials,Popular Essentials Black Pepper,292,10000,10,5,9000,100,FALSE,100
901,Cooking Essentials,24 Mantra Organic Tur Dal - Split,293,13000,7,6,12000,500,FALSE,500
908,Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,294,6500,6,3,6100,110,FALSE,100
962,Cooking Essentials,Ching's Secret Paneer Chilli Masala,295,1000,0,2,1000,20,FALSE,20
